id,per_square_meter_price
COL_289284,29950.3094742696
COL_289305,54792.53373195993
COL_289318,61380.31131301454
COL_289354,70023.07454421051
COL_289399,54605.94867991932
COL_289428,47493.290588068674
COL_289460,48784.331385800295
COL_289493,52126.92327207884
COL_289495,66871.91754922918
COL_289749,45408.68136404822
COL_289763,148274.49361602106
COL_289778,61262.55017519561
COL_289801,30810.785088593657
COL_289971,34556.966718351534
COL_290143,53276.35315322707
COL_290169,176230.00024827023
COL_290252,25235.545407178597
COL_290336,65219.24513804455
COL_290398,45057.434867402466
COL_290403,64109.803000119304
COL_290431,29884.39081596194
COL_290466,65031.81720622643
COL_290486,52915.47717666734
COL_290497,30156.049647367276
COL_290510,66701.9052485269
COL_290559,42431.15941132306
COL_290600,126302.23790579333
COL_290602,135234.65669991888
COL_290716,64835.36166834178
COL_290717,17912.91007305551
COL_290876,49163.342528215624
COL_290966,39058.93835177886
COL_291008,31168.85387379349
COL_291021,226595.85713872718
COL_291043,58300.036661339655
COL_291190,61708.338725247995
COL_291192,53986.40308089103
COL_291274,46342.641405752714
COL_291284,62314.14143413385
COL_291397,34077.40461780205
COL_291450,67540.80155251807
COL_291738,94937.02471673909
COL_291740,41105.4958568615
COL_291825,25363.19351461103
COL_291900,54926.91137141904
COL_292045,47918.44692442819
COL_292135,51427.636530711905
COL_292258,24886.8391219866
COL_292275,20744.985072492473
COL_292279,65268.04781370646
COL_292364,55668.41065409544
COL_292417,28695.7533006726
COL_292421,61162.84731102646
COL_292501,43609.477207244985
COL_292654,114992.12683439281
COL_292906,65045.78246570509
COL_292926,31883.292844228363
COL_293123,124440.89059620119
COL_293135,31956.8944391463
COL_293496,61301.366688744325
COL_293497,47314.2969226265
COL_293588,358762.68548120745
COL_293614,139415.06098502022
COL_293631,67562.53794840183
COL_293703,36706.42747684181
COL_293773,36558.23017399191
COL_293780,42401.139288942446
COL_293783,26950.718320355758
COL_293826,33649.0547302403
COL_293889,65055.88181604511
COL_293952,55108.7922438544
COL_293956,35501.97030243434
COL_294068,64944.25456854692
COL_294101,55727.940366657625
COL_294115,41541.055889937816
COL_294143,42374.15923921658
COL_294200,37434.19138751084
COL_294245,22846.85402672417
COL_294261,28178.436543417574
COL_294293,69638.31467109665
COL_294300,76847.55746294795
COL_294350,34426.226504313265
COL_294488,53837.9574749036
COL_294525,64741.91460739628
COL_294553,46872.422255221434
COL_294558,48035.9692494886
COL_294593,48486.88694272946
COL_294691,78496.73294362698
COL_294716,30693.270686692005
COL_294729,59034.064591454975
COL_294785,83127.28626450914
COL_294917,52229.21974555681
COL_294951,14222.681146270737
COL_294975,48112.21167743232
COL_295255,29550.365479678898
COL_295327,11437.269860246312
COL_295509,32717.133775900893
COL_295595,63721.07115357998
COL_296322,39138.88949276935
COL_296509,25208.350541216325
COL_296521,125789.49226503004
COL_296756,34182.32771195501
COL_296901,47184.482494862554
COL_297293,31221.24626320306
COL_297324,41802.03309336123
COL_297326,67622.95494666854
COL_297329,41901.02063741943
COL_297441,38768.66612574029
COL_297472,33788.96036889996
COL_297631,52672.84945520725
COL_297815,79527.83967051226
COL_298020,34379.020608785126
COL_298046,45419.51889694907
COL_298052,35322.297394551526
COL_298055,103838.12797650314
COL_298064,40981.85257039217
COL_298075,51384.421614330284
COL_298099,41267.31598517773
COL_298101,53373.623941468795
COL_298102,42040.00572836103
COL_298103,42040.00572836103
COL_298104,43750.88630459835
COL_298261,49530.15660558233
COL_298459,267529.5954317088
COL_298471,44031.8580683286
COL_298481,71807.14839345463
COL_298516,62775.14411111968
COL_298532,29015.359802756757
COL_298539,50432.475603806284
COL_298593,180100.97402932096
COL_298719,27644.309301575784
COL_298724,31346.055914326582
COL_298733,47940.16525659336
COL_298817,69314.06026136612
COL_298837,49342.84522143033
COL_298968,297644.0054177024
COL_299209,77246.48186405683
COL_299221,263671.4508290892
COL_299361,37118.69110513391
COL_299366,45870.57007031796
COL_299450,71130.82139291706
COL_299454,64264.541501844295
COL_299455,57912.173260556745
COL_299459,65761.96566770869
COL_299464,47279.5335868542
COL_299468,51035.17813034292
COL_299486,60499.08827403764
COL_299491,72483.55805136263
COL_299497,55680.64558941792
COL_299499,31168.434954543405
COL_299501,61521.10670005061
COL_299540,48237.10639812858
COL_299615,55714.78119499229
COL_299659,246482.15305748789
COL_299678,135677.64990824123
COL_299795,33293.69946096484
COL_299818,49703.60711841512
COL_299819,65156.9443581287
COL_299820,66334.67483283728
COL_299960,43414.154729546535
COL_300095,63330.417350747215
COL_300108,158171.79491124125
COL_300125,29931.11908872781
COL_300144,235870.63664036425
COL_300225,46954.35231004382
COL_300305,170172.13313363638
COL_300423,36245.86923310611
COL_300491,34120.208588787296
COL_300562,38857.009229733165
COL_300747,38895.68379950299
COL_300816,56618.63676543973
COL_300942,53204.31544941735
COL_300959,43135.828878366185
COL_300962,56056.90424672957
COL_301220,35797.02991106553
COL_301285,50029.97269120163
COL_301290,53055.292765033526
COL_301303,58630.0663119965
COL_301367,29564.396564059676
COL_301368,31296.958608795525
COL_301378,66887.94642691693
COL_301401,61396.030686175036
COL_301444,21890.989993034313
COL_301445,49066.86219763178
COL_301574,105136.32947278727
COL_301649,33736.117828994626
COL_301669,65599.29039767914
COL_301670,43751.575694620355
COL_301679,43945.332713771764
COL_301709,46827.504139256154
COL_301757,178058.62339911467
COL_301819,31100.951580618952
COL_301820,34825.67428745023
COL_301821,37256.38429384514
COL_301822,34715.99631380414
COL_301823,34002.57791472385
COL_301843,36027.68356029521
COL_301976,68412.31688602894
COL_301986,36375.928700466524
COL_302097,61894.263531081655
COL_302111,63447.077391898936
COL_302139,50402.32607000135
COL_302293,47099.453932636
COL_302294,32572.963852437562
COL_302428,62458.5170561501
COL_302465,31506.629938559385
COL_302497,92223.2340364993
COL_302548,37218.742371620334
COL_302597,42751.53909176263
COL_302726,57274.7627963768
COL_302745,58445.97242333855
COL_302873,49412.25042182218
COL_302926,54534.81584504554
COL_302986,41955.67024634866
COL_302987,43517.43686793182
COL_302994,71275.14977915944
COL_303002,69468.80857302468
COL_303004,46063.96827292537
COL_303007,35329.32210674493
COL_303069,57221.08958644443
COL_303147,30046.626711072167
COL_303265,48599.41161906149
COL_303285,59464.23557817984
COL_303366,35124.99735623151
COL_303405,107631.38656120091
COL_303564,90783.09028943568
COL_303569,32116.692525116865
COL_303618,67182.58658430834
COL_303623,50391.816516745675
COL_303624,61317.030496412845
COL_303625,46194.45945726579
COL_303626,33653.34764904633
COL_303627,54499.66253203711
COL_303637,31544.823737290408
COL_303638,43961.19790657647
COL_304041,42997.60895719607
COL_304147,588216.4456438201
COL_304255,237474.86004017974
COL_304280,69834.39507163053
COL_304320,48451.955375865524
COL_304322,55079.41410667923
COL_304323,33588.496407227656
COL_304324,20381.02143425574
COL_304325,33588.496407227656
COL_304367,36231.955752752285
COL_304546,65684.43728729227
COL_304550,58939.40584853151
COL_304552,75013.09857740368
COL_304561,43272.838840793804
COL_304585,65854.50571196538
COL_304853,67244.45924834812
COL_304902,33351.3461641823
COL_304978,64898.090611734275
COL_304984,33021.558488918476
COL_305002,72165.41173199442
COL_305017,49064.2557645846
COL_305038,33097.768761972904
COL_305057,36274.81754443706
COL_305058,37245.23678515962
COL_305059,37245.23678515962
COL_305114,388566.6270004502
COL_305373,76532.72058111208
COL_305382,68680.07513950266
COL_305383,66520.19015012922
COL_305384,70472.0356443988
COL_305385,70666.62237160462
COL_305386,69682.84971387437
COL_305387,70472.0356443988
COL_305388,67713.12848283576
COL_305413,51015.70320421874
COL_305607,56081.45775101366
COL_305652,65465.525124017106
COL_305726,145485.86898586736
COL_305896,79417.4661674231
COL_305924,45326.261812403405
COL_305926,45229.12716504693
COL_306033,69177.03911758268
COL_306088,75345.88984913172
COL_306141,31490.276930176864
COL_306143,41930.81238692668
COL_306144,48694.428610501964
COL_306151,63858.94603491281
COL_306153,52824.256293116545
COL_306154,48387.46470225209
COL_306155,33712.200378203415
COL_306206,55310.71408775449
COL_306621,53482.339459174684
COL_306728,62292.4106662005
COL_306758,35928.090641128234
COL_306763,72884.68074390358
COL_306803,44061.71194658657
COL_306853,38497.241203692865
COL_306892,34739.23327958627
COL_306938,67259.14633690545
COL_307001,68126.71469457423
COL_307043,67493.4631455504
COL_307158,57783.788603920315
COL_307269,59197.905864860484
COL_307356,54436.264246603045
COL_307480,45923.39363074736
COL_307529,84466.0306153754
COL_307623,30448.455556318157
COL_307819,46760.82810189012
COL_307874,50182.93968815851
COL_307945,63882.87640884109
COL_307986,55993.24718725747
COL_308206,56254.29377877758
COL_308211,40318.307324544825
COL_308429,56784.301322922394
COL_308446,42676.6807048641
COL_308472,69342.31263925592
COL_308486,79872.80841577607
COL_308492,82583.55215979868
COL_308493,76903.1251879558
COL_308743,40636.956005241
COL_308803,37966.718788397826
COL_308813,81217.00481410288
COL_308963,46536.68831995088
COL_308966,22394.292641998545
COL_309079,36142.39013384543
COL_309121,44031.8580683286
COL_309434,52758.30323512694
COL_309612,37968.14273947701
COL_309635,19850.791728753855
COL_309640,49939.613293495604
COL_309642,24324.81297116509
COL_309784,36625.94951095519
COL_310093,32663.710498633962
COL_310107,32663.710498633962
COL_310164,42905.44985525097
COL_310207,54035.13423708785
COL_310218,54633.97064209375
COL_310311,48375.04161216282
COL_310315,55809.459727955975
COL_310359,58693.25241623771
COL_310405,62985.83797657004
COL_310447,73115.78187791118
COL_310503,45688.719943414944
COL_310570,37401.76041284486
COL_310590,53138.374715712715
COL_310604,55305.00377441265
COL_310641,187574.11763138295
COL_310642,55872.964357792196
COL_310656,199764.83210237767
COL_310722,31222.445608105587
COL_310897,36171.7318963845
COL_311016,22539.923114671376
COL_311017,55542.06922585711
COL_311018,39272.55054697389
COL_311025,24392.48175995589
COL_311026,24926.14796129436
COL_311068,108607.01301310238
COL_311128,31545.344930721698
COL_311187,137033.82082957108
COL_311188,137425.16852795723
COL_311328,241451.75814073632
COL_311348,40647.71893863643
COL_311537,54443.35057681781
COL_311660,45366.23470938654
COL_311665,35314.37779989925
COL_311698,30536.36695442599
COL_311704,210156.20178131334
COL_311870,60830.039762441964
COL_312002,42766.77256504475
COL_312005,414042.0540676581
COL_312006,162609.03078778394
COL_312007,158043.63179667157
COL_312010,70467.33823061742
COL_312014,61096.85922055171
COL_312208,47876.97216887151
COL_312270,33415.06966125605
COL_312284,52236.84914658947
COL_312290,34526.74697127426
COL_312323,61817.49127011685
COL_312335,58497.60770810545
COL_312455,56766.576396116194
COL_312609,40686.72083079133
COL_312628,37340.850318216886
COL_312649,62488.724432133175
COL_312672,55006.95535466459
COL_312673,65761.59488307677
COL_312695,45595.92312970948
COL_312997,180640.67956365037
COL_313006,50574.794898497385
COL_313065,71474.29371491764
COL_313068,69624.22716851559
COL_313211,42328.12824460996
COL_313268,352125.4686756996
COL_313304,45628.97080868702
COL_313352,37076.604911808696
COL_313363,47070.642556666186
COL_313535,63804.87719281593
COL_313559,100148.68589647481
COL_313572,50560.67081993742
COL_313573,50560.67081993742
COL_313574,39578.62065278017
COL_313597,44256.22880375637
COL_313606,65796.48401214648
COL_313694,76181.70073851448
COL_313703,35773.729494011684
COL_313717,67576.54791114148
COL_313789,21661.67660263463
COL_313791,38876.07605966042
COL_313814,62068.81311278949
COL_314054,63756.9363217369
COL_314055,63756.9363217369
COL_314058,62356.069496637865
COL_314069,30051.51135316114
COL_314170,44814.03332036591
COL_314185,52051.793761998044
COL_314186,22651.69241696333
COL_314187,36835.75530304298
COL_314190,55064.27406256918
COL_314196,38808.102897816025
COL_314211,48963.79996531525
COL_314230,61661.31817610839
COL_314308,28655.92786448275
COL_314419,55179.255920656884
COL_314536,37434.27979585059
COL_314628,49648.6871393142
COL_314746,45812.7355587086
COL_314818,59143.331927310785
COL_314821,59157.13115747739
COL_314859,35781.70024434294
COL_314860,39729.07139181729
COL_314899,70081.71485186172
COL_314907,35984.16488563015
COL_314997,22251.382444803585
COL_315015,177446.71295036442
COL_315135,36475.595293284256
COL_315502,52550.38627039876
COL_315578,53191.885629888515
COL_315599,37265.55016835424
COL_315602,32899.864357216175
COL_315621,40112.85453582623
COL_315652,168037.72489721104
COL_315673,334473.2410111278
COL_315724,26327.372505052954
COL_315806,17993.174377337436
COL_315970,70232.40472013586
COL_315976,22825.4188705771
COL_315977,24013.17795059693
COL_316014,33708.84102900824
COL_316015,50797.978240287506
COL_316017,47322.88924599413
COL_316021,46393.83131374285
COL_316022,35810.900549740385
COL_316023,43046.79167286464
COL_316024,42662.151590760404
COL_316025,49344.8414723614
COL_316150,57731.3759696628
COL_316180,52004.948560905446
COL_316181,36897.1330607838
COL_316289,58683.40340897555
